23DHMPO
26DAPt2r
2AHBUTI
2MBCOATA
3HAD10M12
3HAD11M12
3HAD12M14
3HAD13M14
3HAD14M16
3HAD15M16
3HAD4M6
3HAD5M6
3HAD6M8
3HAD7M8
3HAD8M10
3HAD9M10
3OAR10M12
3OAR11M12
3OAR12M14
3OAR13M14
3OAR140
3OAR14M16
3OAR15M16
3OAR4M6
3OAR5M6
3OAR6M8
3OAR7M8
3OAR8M10
3OAR9M10
3OAS10M12
3OAS11M12
3OAS12M14
3OAS13M14
3OAS140
3OAS3M4
3OAS4M3O6
3OAS4M6
3OAS5M6
3OAS6M8
3OAS7M8
3OAS8M10
3OAS9M10
AACPS6
ACBIPGT
ACGK
ACHBPL
ACLS_a
ACLS_b
ACOAAGPATAI17
ACOAAGPATI17
ACOTA
ACPS1
ADCL
ADCS
ADOCBLS
ADPT
ADSL1r
ADSL2r
ADSS
AGMHE
AGPR
AHCYSNS_r
AICART
AIHPDCOATA
AIRC4
AKP1
ALAALA
ALAR
AMMQT7rev
AMMQT8r
ARGSL
ARGSSr
ASP1DC
ASPCT
BPNT
C180SNrev
CAt4i
CBIAT
CDOSKT
CDPMEK
CGLYabc
CHORS
CHRPL
CLPNS180
CLPNSAI17
CLPNSI17
COBALTt5
Cuabc
DAPDC
DASYN180
DASYNAI17
DASYNI17
DDPA
DHAD1
DHAD2
DHFR
DHFS
DHNAOT4
DHNAOT7
DHNPA
DHORTS
DHQS
DHQTi
DMATT
DMQMT
DPCOAK
DPRr
DTMPK
DXPRIr
DXPS
EAR10M12
EAR11M12x
EAR12M14x
EAR13M14x
EAR14M16x
EAR15M16
EAR4M6x
EAR5M6
EAR6M8x
EAR7M8
EAR8M10x
EAR9M10x
EDTXS1
EDTXS2
FACOAL140
FAS140ACPrev
FMNAT
FRD3
G1PACT
G1PTT
G3PAT180
G3PATAI17
G3PATI17
G5SADs
G5SDr
GALT1
GART
GCALDt
GGTA
GLCTR1
GLCTR2
GLCTR3
GLU5K
GLUPRT
GLUR
GMHEPAT
GMHEPK
GMHEPPA
GRTT
GTPCI
H2CO3D
HBZOPT
HEMEti
HEPK1
HEPK2
HEPT1
HEPT2
HEPT3
HEPT4
HETT
HEXTT
HISt2r
IHPDCOATA
ILETA
IMPC
IMPD
IPFPHS
IVCOATA
KDOCT2
KDOS
LARGNAT
LPADSS
MALACPS
MECDPDH2
MECDPS
MEPCT
METAT
MK7te
MNt2
MOAT
MOAT3C
MOHMT
NACt2r
NAPRT
NDPK1
NDPK2
NDPK4
NNATr
NNDMBRT
OCDCAt2
OHPHM
OIVD1r
OIVD3
OMBZLM
OMMBLHX3
OMPDC
OMPHHX3
OPHBDC
OPHHX3
ORNDC
ORNTAC
OROTPT
P5CRyr
PANTS
PAPPT3
PEPGLY
PGAMT
PGPP180
PGPPAI17
PGPPI17
PGSA180
PGSAAI17
PGSAI17
PHETA1
PIabc
PNTK
PPA
PPCDC
PPNDH
PRAGS
PRAIS
PRASCSi
PRFGS
PRPPS
PSCVT
PSD180
PSDAI17
PSDI17
PSSA180
PSSAAI17
PSSAI17
PTPAT
RBFK
RBK_Dr
RBLIi
RHAT1
RIBFLVt2r
RNTR1
RNTR2
RNTR3
RNTR4
RZ5PP
S7PIr
SHEMEabc
SHK3Dr
SHKK
SPMDabc
SULabc
TDCOATA
TDPDRE
TDPDRRr
TDPGDH
TDSK
TMDPK
TMDS
TRDRr
TRPt2r
TTDCAt2
TYRt2r
U23GAAT
UAAGDS
UAGAAT
UAGCVT_r
UAGDP
UAGPT3
UAMAGS
UAMAS
UAPGR
UDCPDP
UDCPDPS
UGMDDS
UHGADA
UMPK
USHD
r2137
biomass426
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
